ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area 
170,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,13.2,0.3,13.5,0
171,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,14060.502,311.056,14371.558,273.142
172,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,304.18,0,304.18,20.92
173,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,19068.029,378.556,19446.585,418.315
174,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,9252.128,152.849,9404.977,210.923
175,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,163.8,0,163.8,0
176,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,4352.138,125.733,4477.871,132.629
177,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,2246.915,59.332,2306.247,52.703
178,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,2090.999,29.13,2120.129,25.071
179,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,720.207,0.245,720.452,3.148
180,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,11535.22,406.544,11941.764,116.286
181,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,5958.688,97.521,6056.209,81.991
182,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0
183,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,6657.614,97.928,6755.542,143.258
184,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,2352.426,37.994,2390.42,63.43
185,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0
186,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,1399.106,23.235,1422.341,74.759
187,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,289.764,2.441,292.205,0.545
188,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,233.119,4.069,237.188,1.812
189,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,16.65,0,16.65,0
190,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,5942.946,134.19,6077.136,44.914
191,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,877.206,27.407,904.613,10.287
192,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,32,0,32,0
193,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,1358.572,25.736,1384.308,70.642
194,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,725.984,15.453,741.437,40.063
195,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0
196,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,291.107,0,291.107,9.243
197,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,505.8,0,505.8,0
198,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,212.907,0,212.907,13.693
199,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,51.3,0,51.3,0
200,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,612.881,40.716,653.597,9.303
201,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,15.387,0.764,16.151,0.051
202,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,34.042,0,34.042,1.258
203,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,28.784,3.5,32.284,0.566
204,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,12.6,0,12.6,0
205,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,20.75,0,20.75,0
206,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,3.2,0,3.2,0
207,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,8.55,0,8.55,0
208,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,6.5,0,6.5,0
209,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,23.8,0,23.8,0
210,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,8.115,7.384,15.499,0
211,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,6942.219,431.844,7374.063,757.537
212,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,641.934,25.396,667.33,273.07
213,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,11556.942,854.692,12411.634,1471.766
214,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,8304.788,567.993,8872.781,1191.269
215,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,109.25,0,109.25,0
216,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,4577.932,319.025,4896.957,920.043
217,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,2797.751,189.802,2987.553,666.497
218,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,3789.573,446.209,4235.782,1001.368
219,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,1302.707,63.628,1366.335,339.365
220,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,5180.902,510.861,5691.763,411.937
221,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,1785.694,32.71,1818.404,152.146
222,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,49.546,2.704,52.25,0
223,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,2574.192,73.802,2647.994,214.506
224,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,1332.182,27.845,1360.027,128.873
225,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0
226,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,518.255,14.021,532.276,39.124
227,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,230.75,1.544,232.294,61.906
228,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,267.239,0.875,268.114,14.036
229,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,32.453,3.933,36.386,5.614
230,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,1542.911,88.747,1631.658,68.642
231,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,729.71,26.258,755.968,128.832
232,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,89.874,0,89.874,9.126
233,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,1008.238,25.478,1033.716,307.034
234,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,593.285,18.64,611.925,164.925
235,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,45.55,0,45.55,0
236,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,265.67,1.986,267.656,123.594
237,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,179.94,10.92,190.86,69.34
238,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,221.311,4.927,226.238,60.312
239,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,61.384,0.627,62.011,53.339
240,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,511.72,16.761,528.481,78.169
241,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0
242,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0
243,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,2.2,0,2.2,0
244,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,2.25,0,2.25,0
245,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0
246,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,3.6,0,3.6,0
247,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0
248,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0
249,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,9.05,0,9.05,0
250,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,2.887,1.162,4.049,0
251,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,11915.74,2.243,11917.983,160.267
252,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,47.25,0,47.25,0
253,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,11145.736,0.155,11145.891,186.359
254,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,3599.056,0,3599.056,81.794
255,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0
256,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,1327.075,0,1327.075,36.775
257,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,497.108,41.55,538.658,1.842
258,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,734.622,0,734.622,6.828
259,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,86.11,0,86.11,0.99
260,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,12318.049,15.943,12333.992,91.658
261,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,0,0
262,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0
263,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0,0,0,0
264,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0
265,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0
266,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,0,0
267,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,0,0
268,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0
269,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0
270,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0,0,0,0
271,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,889.38,0,889.38,60.97
272,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0
273,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,608.785,0,608.785,31.565
274,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,152.962,0,152.962,9.388
275,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0
276,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,83.1,0,83.1,4.3
277,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,26.95,0,26.95,0
278,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,5.25,0,5.25,0
279,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,8.35,0,8.35,0
280,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1121.009,6.985,1127.994,30.206
281,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,4.05,0,4.05,0
282,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0
283,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,11.55,0,11.55,0
284,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,2.5,0,2.5,0
285,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,69.6,0,69.6,0
286,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,6.35,0,6.35,0
287,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,4.15,0,4.15,0
288,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,17.15,0,17.15,0
289,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,8.95,0,8.95,0
290,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,3.794,0,3.794,0.006
291,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,4185.466,26.301,4211.767,742.933
292,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,209.551,0,209.551,20.699
293,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,6267.342,14.7,6282.042,1344.508
294,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,3231.266,12.865,3244.131,751.169
295,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0
296,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,1933.444,14.264,1947.708,464.842
297,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,966.451,9.779,976.23,200.87
298,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,826.165,1.73,827.895,251.955
299,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,256.871,0,256.871,72.809
300,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,3016.251,22.95,3039.201,373.279
301,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0.905,0,0.905,0.195
302,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0
303,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0,0,0,0
304,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0
305,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0
306,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,3,0,3,0
307,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,0,0
308,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0
309,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0
310,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,2.009,0.147,2.156,0.294
311,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,2942.425,9.993,2952.418,834.382
312,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,92.316,0,92.316,2.684
313,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,4116.714,13.456,4130.17,1389.43
314,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,2601.771,0,2601.771,633.429
315,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,49.55,0,49.55,0
316,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,1374.393,11.106,1385.499,306.351
317,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,626.843,0,626.843,227.157
318,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,595.384,0,595.384,294.016
319,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,180.932,0,180.932,78.968
320,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,2003.492,12.559,2016.051,418.649
321,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,1.716,0.334,2.05,0
322,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0
323,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,5.55,0,5.55,0
324,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,7.083,0.217,7.3,0
325,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,441.5,0,441.5,0
326,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0
327,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0
328,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0
329,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,9.2,0,9.2,0
330,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,1.3,0,1.3,0
331,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,9445.523,217.762,9663.285,189.815
332,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,111.7,0,111.7,0
333,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,6708.219,136.028,6844.247,111.603
334,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,2583.39,75.94,2659.33,28.97
335,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0
336,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,567.869,14.384,582.253,12.497
337,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,387.465,8.531,395.996,1.354
338,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,273.765,1.395,275.16,2.29
339,India,1,Jammu And Kashmir,11,Pulwama,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,232.1,0,232.1,0
